top_left,top_right,bottom_left,shape,colour
puzzle_377_tl,puzzle_377_tr,puzzle_377_bl,hexagon,yellow
puzzle_378_tl,puzzle_378_tr,puzzle_378_bl,right_triangle,blue
puzzle_379_tl,puzzle_379_tr,puzzle_379_bl,rhombus,red
puzzle_380_tl,puzzle_380_tr,puzzle_380_bl,circle,red
puzzle_381_tl,puzzle_381_tr,puzzle_381_bl,kite,green
puzzle_382_tl,puzzle_382_tr,puzzle_382_bl,triangle,red
puzzle_383_tl,puzzle_383_tr,puzzle_383_bl,pentagon,yellow
puzzle_384_tl,puzzle_384_tr,puzzle_384_bl,hexagon,red
puzzle_385_tl,puzzle_385_tr,puzzle_385_bl,square,red
puzzle_386_tl,puzzle_386_tr,puzzle_386_bl,right_triangle,yellow
puzzle_387_tl,puzzle_387_tr,puzzle_387_bl,circle,yellow
puzzle_388_tl,puzzle_388_tr,puzzle_388_bl,triangle,green
puzzle_389_tl,puzzle_389_tr,puzzle_389_bl,trapeze,red
puzzle_390_tl,puzzle_390_tr,puzzle_390_bl,circle,yellow
puzzle_391_tl,puzzle_391_tr,puzzle_391_bl,circle,green
puzzle_392_tl,puzzle_392_tr,puzzle_392_bl,right_triangle,green
puzzle_393_tl,puzzle_393_tr,puzzle_393_bl,pentagon,blue
puzzle_394_tl,puzzle_394_tr,puzzle_394_bl,pentagon,green
puzzle_395_tl,puzzle_395_tr,puzzle_395_bl,triangle,blue
puzzle_396_tl,puzzle_396_tr,puzzle_396_bl,rhombus,blue
puzzle_397_tl,puzzle_397_tr,puzzle_397_bl,rhombus,green
puzzle_398_tl,puzzle_398_tr,puzzle_398_bl,rhombus,green
puzzle_399_tl,puzzle_399_tr,puzzle_399_bl,circle,red
puzzle_400_tl,puzzle_400_tr,puzzle_400_bl,trapeze,green
puzzle_401_tl,puzzle_401_tr,puzzle_401_bl,kite,green
puzzle_402_tl,puzzle_402_tr,puzzle_402_bl,square,blue
puzzle_403_tl,puzzle_403_tr,puzzle_403_bl,pentagon,red
puzzle_404_tl,puzzle_404_tr,puzzle_404_bl,pentagon,blue
puzzle_405_tl,puzzle_405_tr,puzzle_405_bl,circle,blue
puzzle_406_tl,puzzle_406_tr,puzzle_406_bl,right_triangle,red
puzzle_407_tl,puzzle_407_tr,puzzle_407_bl,pentagon,red
puzzle_408_tl,puzzle_408_tr,puzzle_408_bl,hexagon,red
puzzle_409_tl,puzzle_409_tr,puzzle_409_bl,right_triangle,green
puzzle_410_tl,puzzle_410_tr,puzzle_410_bl,trapeze,yellow
puzzle_411_tl,puzzle_411_tr,puzzle_411_bl,right_triangle,blue
puzzle_412_tl,puzzle_412_tr,puzzle_412_bl,trapeze,blue
puzzle_413_tl,puzzle_413_tr,puzzle_413_bl,hexagon,blue
puzzle_414_tl,puzzle_414_tr,puzzle_414_bl,circle,yellow
puzzle_415_tl,puzzle_415_tr,puzzle_415_bl,circle,blue
puzzle_416_tl,puzzle_416_tr,puzzle_416_bl,pentagon,green
puzzle_417_tl,puzzle_417_tr,puzzle_417_bl,hexagon,green
puzzle_418_tl,puzzle_418_tr,puzzle_418_bl,rhombus,red
puzzle_419_tl,puzzle_419_tr,puzzle_419_bl,pentagon,green
puzzle_420_tl,puzzle_420_tr,puzzle_420_bl,right_triangle,green
puzzle_421_tl,puzzle_421_tr,puzzle_421_bl,right_triangle,green
puzzle_422_tl,puzzle_422_tr,puzzle_422_bl,triangle,green
puzzle_423_tl,puzzle_423_tr,puzzle_423_bl,kite,green
puzzle_424_tl,puzzle_424_tr,puzzle_424_bl,right_triangle,green
puzzle_425_tl,puzzle_425_tr,puzzle_425_bl,pentagon,yellow
puzzle_426_tl,puzzle_426_tr,puzzle_426_bl,hexagon,yellow
puzzle_427_tl,puzzle_427_tr,puzzle_427_bl,triangle,blue
puzzle_428_tl,puzzle_428_tr,puzzle_428_bl,square,yellow
puzzle_429_tl,puzzle_429_tr,puzzle_429_bl,triangle,blue
puzzle_430_tl,puzzle_430_tr,puzzle_430_bl,trapeze,red
puzzle_431_tl,puzzle_431_tr,puzzle_431_bl,hexagon,blue
puzzle_432_tl,puzzle_432_tr,puzzle_432_bl,rhombus,red
puzzle_433_tl,puzzle_433_tr,puzzle_433_bl,right_triangle,yellow
puzzle_434_tl,puzzle_434_tr,puzzle_434_bl,rhombus,blue
puzzle_435_tl,puzzle_435_tr,puzzle_435_bl,circle,red
puzzle_436_tl,puzzle_436_tr,puzzle_436_bl,hexagon,green
puzzle_437_tl,puzzle_437_tr,puzzle_437_bl,right_triangle,red
puzzle_438_tl,puzzle_438_tr,puzzle_438_bl,right_triangle,yellow
puzzle_439_tl,puzzle_439_tr,puzzle_439_bl,triangle,red
puzzle_440_tl,puzzle_440_tr,puzzle_440_bl,triangle,green
puzzle_441_tl,puzzle_441_tr,puzzle_441_bl,circle,red
puzzle_442_tl,puzzle_442_tr,puzzle_442_bl,rhombus,red
puzzle_443_tl,puzzle_443_tr,puzzle_443_bl,right_triangle,red
puzzle_444_tl,puzzle_444_tr,puzzle_444_bl,circle,yellow
puzzle_445_tl,puzzle_445_tr,puzzle_445_bl,triangle,red
puzzle_446_tl,puzzle_446_tr,puzzle_446_bl,triangle,green
puzzle_447_tl,puzzle_447_tr,puzzle_447_bl,pentagon,blue
puzzle_448_tl,puzzle_448_tr,puzzle_448_bl,circle,green
puzzle_449_tl,puzzle_449_tr,puzzle_449_bl,triangle,green
puzzle_450_tl,puzzle_450_tr,puzzle_450_bl,square,yellow
puzzle_451_tl,puzzle_451_tr,puzzle_451_bl,square,blue
puzzle_452_tl,puzzle_452_tr,puzzle_452_bl,pentagon,green
puzzle_453_tl,puzzle_453_tr,puzzle_453_bl,trapeze,green
puzzle_454_tl,puzzle_454_tr,puzzle_454_bl,circle,blue
puzzle_455_tl,puzzle_455_tr,puzzle_455_bl,right_triangle,yellow
puzzle_456_tl,puzzle_456_tr,puzzle_456_bl,square,yellow
puzzle_457_tl,puzzle_457_tr,puzzle_457_bl,kite,yellow
puzzle_458_tl,puzzle_458_tr,puzzle_458_bl,kite,green
puzzle_459_tl,puzzle_459_tr,puzzle_459_bl,hexagon,green
puzzle_460_tl,puzzle_460_tr,puzzle_460_bl,triangle,yellow
puzzle_461_tl,puzzle_461_tr,puzzle_461_bl,square,yellow
puzzle_462_tl,puzzle_462_tr,puzzle_462_bl,triangle,yellow
puzzle_463_tl,puzzle_463_tr,puzzle_463_bl,pentagon,green
puzzle_464_tl,puzzle_464_tr,puzzle_464_bl,square,blue
puzzle_465_tl,puzzle_465_tr,puzzle_465_bl,hexagon,red
puzzle_466_tl,puzzle_466_tr,puzzle_466_bl,triangle,red
puzzle_467_tl,puzzle_467_tr,puzzle_467_bl,trapeze,red
puzzle_468_tl,puzzle_468_tr,puzzle_468_bl,kite,blue
puzzle_469_tl,puzzle_469_tr,puzzle_469_bl,kite,yellow
puzzle_470_tl,puzzle_470_tr,puzzle_470_bl,pentagon,yellow
puzzle_471_tl,puzzle_471_tr,puzzle_471_bl,circle,red
puzzle_472_tl,puzzle_472_tr,puzzle_472_bl,triangle,green
puzzle_473_tl,puzzle_473_tr,puzzle_473_bl,rhombus,red
puzzle_474_tl,puzzle_474_tr,puzzle_474_bl,rhombus,blue
puzzle_475_tl,puzzle_475_tr,puzzle_475_bl,square,red
puzzle_476_tl,puzzle_476_tr,puzzle_476_bl,kite,blue
puzzle_477_tl,puzzle_477_tr,puzzle_477_bl,triangle,green
puzzle_478_tl,puzzle_478_tr,puzzle_478_bl,square,blue
puzzle_479_tl,puzzle_479_tr,puzzle_479_bl,square,green
puzzle_480_tl,puzzle_480_tr,puzzle_480_bl,trapeze,yellow
puzzle_481_tl,puzzle_481_tr,puzzle_481_bl,square,yellow
puzzle_482_tl,puzzle_482_tr,puzzle_482_bl,right_triangle,blue
puzzle_483_tl,puzzle_483_tr,puzzle_483_bl,hexagon,yellow
puzzle_484_tl,puzzle_484_tr,puzzle_484_bl,right_triangle,red
puzzle_485_tl,puzzle_485_tr,puzzle_485_bl,rhombus,red
puzzle_486_tl,puzzle_486_tr,puzzle_486_bl,square,yellow
puzzle_487_tl,puzzle_487_tr,puzzle_487_bl,square,red
puzzle_488_tl,puzzle_488_tr,puzzle_488_bl,triangle,green
puzzle_489_tl,puzzle_489_tr,puzzle_489_bl,circle,blue
puzzle_490_tl,puzzle_490_tr,puzzle_490_bl,right_triangle,red
puzzle_491_tl,puzzle_491_tr,puzzle_491_bl,right_triangle,blue
puzzle_492_tl,puzzle_492_tr,puzzle_492_bl,circle,yellow
puzzle_493_tl,puzzle_493_tr,puzzle_493_bl,trapeze,yellow
puzzle_494_tl,puzzle_494_tr,puzzle_494_bl,circle,yellow
puzzle_495_tl,puzzle_495_tr,puzzle_495_bl,kite,red
puzzle_496_tl,puzzle_496_tr,puzzle_496_bl,kite,yellow
puzzle_497_tl,puzzle_497_tr,puzzle_497_bl,kite,blue
puzzle_498_tl,puzzle_498_tr,puzzle_498_bl,triangle,red
puzzle_499_tl,puzzle_499_tr,puzzle_499_bl,right_triangle,red
puzzle_500_tl,puzzle_500_tr,puzzle_500_bl,pentagon,yellow
puzzle_501_tl,puzzle_501_tr,puzzle_501_bl,trapeze,yellow
puzzle_502_tl,puzzle_502_tr,puzzle_502_bl,pentagon,red
puzzle_503_tl,puzzle_503_tr,puzzle_503_bl,circle,yellow
puzzle_504_tl,puzzle_504_tr,puzzle_504_bl,rhombus,yellow
puzzle_505_tl,puzzle_505_tr,puzzle_505_bl,pentagon,green
puzzle_506_tl,puzzle_506_tr,puzzle_506_bl,rhombus,green
puzzle_507_tl,puzzle_507_tr,puzzle_507_bl,hexagon,red
puzzle_508_tl,puzzle_508_tr,puzzle_508_bl,pentagon,green
puzzle_509_tl,puzzle_509_tr,puzzle_509_bl,triangle,blue
puzzle_510_tl,puzzle_510_tr,puzzle_510_bl,kite,blue
puzzle_511_tl,puzzle_511_tr,puzzle_511_bl,pentagon,red
puzzle_512_tl,puzzle_512_tr,puzzle_512_bl,right_triangle,red
puzzle_513_tl,puzzle_513_tr,puzzle_513_bl,hexagon,red
puzzle_514_tl,puzzle_514_tr,puzzle_514_bl,rhombus,yellow
puzzle_515_tl,puzzle_515_tr,puzzle_515_bl,right_triangle,red
puzzle_516_tl,puzzle_516_tr,puzzle_516_bl,trapeze,blue
puzzle_517_tl,puzzle_517_tr,puzzle_517_bl,pentagon,blue
puzzle_518_tl,puzzle_518_tr,puzzle_518_bl,right_triangle,blue
puzzle_519_tl,puzzle_519_tr,puzzle_519_bl,pentagon,yellow
puzzle_520_tl,puzzle_520_tr,puzzle_520_bl,kite,blue
puzzle_521_tl,puzzle_521_tr,puzzle_521_bl,rhombus,green
puzzle_522_tl,puzzle_522_tr,puzzle_522_bl,right_triangle,red
puzzle_523_tl,puzzle_523_tr,puzzle_523_bl,right_triangle,red
puzzle_524_tl,puzzle_524_tr,puzzle_524_bl,kite,yellow
puzzle_525_tl,puzzle_525_tr,puzzle_525_bl,trapeze,red
puzzle_526_tl,puzzle_526_tr,puzzle_526_bl,circle,red
puzzle_527_tl,puzzle_527_tr,puzzle_527_bl,triangle,green
puzzle_528_tl,puzzle_528_tr,puzzle_528_bl,triangle,blue
puzzle_529_tl,puzzle_529_tr,puzzle_529_bl,trapeze,red
puzzle_530_tl,puzzle_530_tr,puzzle_530_bl,square,blue
puzzle_531_tl,puzzle_531_tr,puzzle_531_bl,trapeze,blue
puzzle_532_tl,puzzle_532_tr,puzzle_532_bl,pentagon,yellow
puzzle_533_tl,puzzle_533_tr,puzzle_533_bl,rhombus,yellow
puzzle_534_tl,puzzle_534_tr,puzzle_534_bl,kite,green
puzzle_535_tl,puzzle_535_tr,puzzle_535_bl,circle,green
puzzle_536_tl,puzzle_536_tr,puzzle_536_bl,kite,green
puzzle_537_tl,puzzle_537_tr,puzzle_537_bl,kite,red
puzzle_538_tl,puzzle_538_tr,puzzle_538_bl,triangle,green
puzzle_539_tl,puzzle_539_tr,puzzle_539_bl,rhombus,red
puzzle_540_tl,puzzle_540_tr,puzzle_540_bl,kite,blue
puzzle_541_tl,puzzle_541_tr,puzzle_541_bl,trapeze,green
puzzle_542_tl,puzzle_542_tr,puzzle_542_bl,hexagon,green
puzzle_543_tl,puzzle_543_tr,puzzle_543_bl,kite,green
puzzle_544_tl,puzzle_544_tr,puzzle_544_bl,pentagon,red
puzzle_545_tl,puzzle_545_tr,puzzle_545_bl,square,yellow
puzzle_546_tl,puzzle_546_tr,puzzle_546_bl,square,blue
puzzle_547_tl,puzzle_547_tr,puzzle_547_bl,right_triangle,yellow
puzzle_548_tl,puzzle_548_tr,puzzle_548_bl,kite,blue
puzzle_549_tl,puzzle_549_tr,puzzle_549_bl,circle,green
puzzle_550_tl,puzzle_550_tr,puzzle_550_bl,kite,blue
puzzle_551_tl,puzzle_551_tr,puzzle_551_bl,trapeze,yellow
puzzle_552_tl,puzzle_552_tr,puzzle_552_bl,kite,yellow
puzzle_553_tl,puzzle_553_tr,puzzle_553_bl,right_triangle,yellow
puzzle_554_tl,puzzle_554_tr,puzzle_554_bl,hexagon,red
puzzle_555_tl,puzzle_555_tr,puzzle_555_bl,kite,green
puzzle_556_tl,puzzle_556_tr,puzzle_556_bl,triangle,blue
puzzle_557_tl,puzzle_557_tr,puzzle_557_bl,trapeze,yellow
puzzle_558_tl,puzzle_558_tr,puzzle_558_bl,kite,blue
puzzle_559_tl,puzzle_559_tr,puzzle_559_bl,kite,blue
puzzle_560_tl,puzzle_560_tr,puzzle_560_bl,circle,red
puzzle_561_tl,puzzle_561_tr,puzzle_561_bl,triangle,blue
puzzle_562_tl,puzzle_562_tr,puzzle_562_bl,kite,blue
puzzle_563_tl,puzzle_563_tr,puzzle_563_bl,triangle,green
puzzle_564_tl,puzzle_564_tr,puzzle_564_bl,square,red
puzzle_565_tl,puzzle_565_tr,puzzle_565_bl,pentagon,red
puzzle_566_tl,puzzle_566_tr,puzzle_566_bl,rhombus,green
puzzle_567_tl,puzzle_567_tr,puzzle_567_bl,hexagon,green
puzzle_568_tl,puzzle_568_tr,puzzle_568_bl,square,yellow
puzzle_569_tl,puzzle_569_tr,puzzle_569_bl,hexagon,blue
puzzle_570_tl,puzzle_570_tr,puzzle_570_bl,trapeze,red
puzzle_571_tl,puzzle_571_tr,puzzle_571_bl,hexagon,blue
puzzle_572_tl,puzzle_572_tr,puzzle_572_bl,rhombus,blue
puzzle_573_tl,puzzle_573_tr,puzzle_573_bl,square,yellow
puzzle_574_tl,puzzle_574_tr,puzzle_574_bl,right_triangle,red
puzzle_575_tl,puzzle_575_tr,puzzle_575_bl,pentagon,red
puzzle_576_tl,puzzle_576_tr,puzzle_576_bl,trapeze,green
puzzle_577_tl,puzzle_577_tr,puzzle_577_bl,right_triangle,yellow
puzzle_578_tl,puzzle_578_tr,puzzle_578_bl,pentagon,green
puzzle_579_tl,puzzle_579_tr,puzzle_579_bl,square,blue
puzzle_580_tl,puzzle_580_tr,puzzle_580_bl,pentagon,yellow
puzzle_581_tl,puzzle_581_tr,puzzle_581_bl,rhombus,red
puzzle_582_tl,puzzle_582_tr,puzzle_582_bl,circle,green
puzzle_583_tl,puzzle_583_tr,puzzle_583_bl,circle,yellow
puzzle_584_tl,puzzle_584_tr,puzzle_584_bl,square,yellow
puzzle_585_tl,puzzle_585_tr,puzzle_585_bl,trapeze,yellow
puzzle_586_tl,puzzle_586_tr,puzzle_586_bl,circle,blue
puzzle_587_tl,puzzle_587_tr,puzzle_587_bl,right_triangle,red
puzzle_588_tl,puzzle_588_tr,puzzle_588_bl,pentagon,red
puzzle_589_tl,puzzle_589_tr,puzzle_589_bl,circle,blue
puzzle_590_tl,puzzle_590_tr,puzzle_590_bl,right_triangle,yellow
puzzle_591_tl,puzzle_591_tr,puzzle_591_bl,trapeze,green
puzzle_592_tl,puzzle_592_tr,puzzle_592_bl,pentagon,red
puzzle_593_tl,puzzle_593_tr,puzzle_593_bl,hexagon,yellow
puzzle_594_tl,puzzle_594_tr,puzzle_594_bl,square,yellow
puzzle_595_tl,puzzle_595_tr,puzzle_595_bl,square,green
puzzle_596_tl,puzzle_596_tr,puzzle_596_bl,triangle,green
puzzle_597_tl,puzzle_597_tr,puzzle_597_bl,square,yellow
puzzle_598_tl,puzzle_598_tr,puzzle_598_bl,trapeze,red
puzzle_599_tl,puzzle_599_tr,puzzle_599_bl,kite,red
puzzle_600_tl,puzzle_600_tr,puzzle_600_bl,pentagon,red
puzzle_601_tl,puzzle_601_tr,puzzle_601_bl,rhombus,green
puzzle_602_tl,puzzle_602_tr,puzzle_602_bl,square,yellow
puzzle_603_tl,puzzle_603_tr,puzzle_603_bl,right_triangle,red
puzzle_604_tl,puzzle_604_tr,puzzle_604_bl,kite,yellow
puzzle_605_tl,puzzle_605_tr,puzzle_605_bl,square,yellow
puzzle_606_tl,puzzle_606_tr,puzzle_606_bl,hexagon,blue
puzzle_607_tl,puzzle_607_tr,puzzle_607_bl,triangle,green
puzzle_608_tl,puzzle_608_tr,puzzle_608_bl,rhombus,blue
puzzle_609_tl,puzzle_609_tr,puzzle_609_bl,right_triangle,green
puzzle_610_tl,puzzle_610_tr,puzzle_610_bl,pentagon,green
puzzle_611_tl,puzzle_611_tr,puzzle_611_bl,rhombus,yellow
puzzle_612_tl,puzzle_612_tr,puzzle_612_bl,triangle,yellow
puzzle_613_tl,puzzle_613_tr,puzzle_613_bl,right_triangle,blue
puzzle_614_tl,puzzle_614_tr,puzzle_614_bl,kite,red
puzzle_615_tl,puzzle_615_tr,puzzle_615_bl,trapeze,yellow
puzzle_616_tl,puzzle_616_tr,puzzle_616_bl,pentagon,green
puzzle_617_tl,puzzle_617_tr,puzzle_617_bl,pentagon,blue
puzzle_618_tl,puzzle_618_tr,puzzle_618_bl,rhombus,red
puzzle_619_tl,puzzle_619_tr,puzzle_619_bl,pentagon,yellow
puzzle_620_tl,puzzle_620_tr,puzzle_620_bl,right_triangle,red
puzzle_621_tl,puzzle_621_tr,puzzle_621_bl,square,red
puzzle_622_tl,puzzle_622_tr,puzzle_622_bl,right_triangle,green
puzzle_623_tl,puzzle_623_tr,puzzle_623_bl,hexagon,red
puzzle_624_tl,puzzle_624_tr,puzzle_624_bl,square,yellow
puzzle_625_tl,puzzle_625_tr,puzzle_625_bl,kite,red
puzzle_626_tl,puzzle_626_tr,puzzle_626_bl,hexagon,red
puzzle_627_tl,puzzle_627_tr,puzzle_627_bl,triangle,yellow
puzzle_628_tl,puzzle_628_tr,puzzle_628_bl,square,green
puzzle_629_tl,puzzle_629_tr,puzzle_629_bl,triangle,red
puzzle_630_tl,puzzle_630_tr,puzzle_630_bl,circle,yellow
puzzle_631_tl,puzzle_631_tr,puzzle_631_bl,right_triangle,blue
puzzle_632_tl,puzzle_632_tr,puzzle_632_bl,triangle,red
puzzle_633_tl,puzzle_633_tr,puzzle_633_bl,hexagon,red
puzzle_634_tl,puzzle_634_tr,puzzle_634_bl,trapeze,green
puzzle_635_tl,puzzle_635_tr,puzzle_635_bl,kite,yellow
puzzle_636_tl,puzzle_636_tr,puzzle_636_bl,pentagon,yellow
puzzle_637_tl,puzzle_637_tr,puzzle_637_bl,hexagon,green
puzzle_638_tl,puzzle_638_tr,puzzle_638_bl,right_triangle,blue
puzzle_639_tl,puzzle_639_tr,puzzle_639_bl,kite,green
puzzle_640_tl,puzzle_640_tr,puzzle_640_bl,hexagon,blue
puzzle_641_tl,puzzle_641_tr,puzzle_641_bl,right_triangle,yellow
puzzle_642_tl,puzzle_642_tr,puzzle_642_bl,circle,green
puzzle_643_tl,puzzle_643_tr,puzzle_643_bl,right_triangle,yellow
puzzle_644_tl,puzzle_644_tr,puzzle_644_bl,rhombus,red
puzzle_645_tl,puzzle_645_tr,puzzle_645_bl,trapeze,blue
puzzle_646_tl,puzzle_646_tr,puzzle_646_bl,square,red
puzzle_647_tl,puzzle_647_tr,puzzle_647_bl,kite,yellow
puzzle_648_tl,puzzle_648_tr,puzzle_648_bl,pentagon,red
puzzle_649_tl,puzzle_649_tr,puzzle_649_bl,right_triangle,blue
puzzle_650_tl,puzzle_650_tr,puzzle_650_bl,square,red
puzzle_651_tl,puzzle_651_tr,puzzle_651_bl,triangle,red
puzzle_652_tl,puzzle_652_tr,puzzle_652_bl,right_triangle,green
puzzle_653_tl,puzzle_653_tr,puzzle_653_bl,pentagon,blue
puzzle_654_tl,puzzle_654_tr,puzzle_654_bl,right_triangle,blue
puzzle_655_tl,puzzle_655_tr,puzzle_655_bl,trapeze,blue
puzzle_656_tl,puzzle_656_tr,puzzle_656_bl,rhombus,yellow
puzzle_657_tl,puzzle_657_tr,puzzle_657_bl,triangle,yellow
puzzle_658_tl,puzzle_658_tr,puzzle_658_bl,triangle,red
puzzle_659_tl,puzzle_659_tr,puzzle_659_bl,pentagon,green
puzzle_660_tl,puzzle_660_tr,puzzle_660_bl,triangle,green
puzzle_661_tl,puzzle_661_tr,puzzle_661_bl,circle,green
puzzle_662_tl,puzzle_662_tr,puzzle_662_bl,pentagon,green
puzzle_663_tl,puzzle_663_tr,puzzle_663_bl,right_triangle,red
puzzle_664_tl,puzzle_664_tr,puzzle_664_bl,trapeze,red
puzzle_665_tl,puzzle_665_tr,puzzle_665_bl,hexagon,blue
puzzle_666_tl,puzzle_666_tr,puzzle_666_bl,kite,yellow
puzzle_667_tl,puzzle_667_tr,puzzle_667_bl,triangle,red
puzzle_668_tl,puzzle_668_tr,puzzle_668_bl,hexagon,blue
puzzle_669_tl,puzzle_669_tr,puzzle_669_bl,trapeze,yellow
puzzle_670_tl,puzzle_670_tr,puzzle_670_bl,hexagon,blue
puzzle_671_tl,puzzle_671_tr,puzzle_671_bl,pentagon,blue
puzzle_672_tl,puzzle_672_tr,puzzle_672_bl,trapeze,yellow
puzzle_673_tl,puzzle_673_tr,puzzle_673_bl,hexagon,red
puzzle_674_tl,puzzle_674_tr,puzzle_674_bl,kite,green
puzzle_675_tl,puzzle_675_tr,puzzle_675_bl,rhombus,yellow
puzzle_676_tl,puzzle_676_tr,puzzle_676_bl,circle,green
puzzle_677_tl,puzzle_677_tr,puzzle_677_bl,rhombus,red
puzzle_678_tl,puzzle_678_tr,puzzle_678_bl,circle,green
puzzle_679_tl,puzzle_679_tr,puzzle_679_bl,hexagon,blue
puzzle_680_tl,puzzle_680_tr,puzzle_680_bl,trapeze,green
puzzle_681_tl,puzzle_681_tr,puzzle_681_bl,hexagon,yellow
puzzle_682_tl,puzzle_682_tr,puzzle_682_bl,hexagon,blue
puzzle_683_tl,puzzle_683_tr,puzzle_683_bl,rhombus,blue
puzzle_684_tl,puzzle_684_tr,puzzle_684_bl,triangle,blue
puzzle_685_tl,puzzle_685_tr,puzzle_685_bl,circle,red
puzzle_686_tl,puzzle_686_tr,puzzle_686_bl,kite,green
puzzle_687_tl,puzzle_687_tr,puzzle_687_bl,hexagon,red
puzzle_688_tl,puzzle_688_tr,puzzle_688_bl,triangle,green
puzzle_689_tl,puzzle_689_tr,puzzle_689_bl,right_triangle,yellow
puzzle_690_tl,puzzle_690_tr,puzzle_690_bl,trapeze,blue
puzzle_691_tl,puzzle_691_tr,puzzle_691_bl,pentagon,yellow
puzzle_692_tl,puzzle_692_tr,puzzle_692_bl,right_triangle,yellow
puzzle_693_tl,puzzle_693_tr,puzzle_693_bl,kite,yellow
puzzle_694_tl,puzzle_694_tr,puzzle_694_bl,trapeze,blue
puzzle_695_tl,puzzle_695_tr,puzzle_695_bl,trapeze,green
puzzle_696_tl,puzzle_696_tr,puzzle_696_bl,trapeze,yellow
puzzle_697_tl,puzzle_697_tr,puzzle_697_bl,hexagon,green
puzzle_698_tl,puzzle_698_tr,puzzle_698_bl,trapeze,blue
puzzle_699_tl,puzzle_699_tr,puzzle_699_bl,right_triangle,green
puzzle_700_tl,puzzle_700_tr,puzzle_700_bl,pentagon,yellow
puzzle_701_tl,puzzle_701_tr,puzzle_701_bl,pentagon,green
puzzle_702_tl,puzzle_702_tr,puzzle_702_bl,kite,yellow
puzzle_703_tl,puzzle_703_tr,puzzle_703_bl,circle,green
puzzle_704_tl,puzzle_704_tr,puzzle_704_bl,trapeze,yellow
puzzle_705_tl,puzzle_705_tr,puzzle_705_bl,hexagon,red
puzzle_706_tl,puzzle_706_tr,puzzle_706_bl,kite,red
puzzle_707_tl,puzzle_707_tr,puzzle_707_bl,trapeze,blue
puzzle_708_tl,puzzle_708_tr,puzzle_708_bl,right_triangle,blue
puzzle_709_tl,puzzle_709_tr,puzzle_709_bl,kite,yellow
puzzle_710_tl,puzzle_710_tr,puzzle_710_bl,right_triangle,green
puzzle_711_tl,puzzle_711_tr,puzzle_711_bl,square,blue
puzzle_712_tl,puzzle_712_tr,puzzle_712_bl,hexagon,red
puzzle_713_tl,puzzle_713_tr,puzzle_713_bl,trapeze,blue
puzzle_714_tl,puzzle_714_tr,puzzle_714_bl,rhombus,blue
puzzle_715_tl,puzzle_715_tr,puzzle_715_bl,kite,green
puzzle_716_tl,puzzle_716_tr,puzzle_716_bl,kite,blue
puzzle_717_tl,puzzle_717_tr,puzzle_717_bl,hexagon,green
puzzle_718_tl,puzzle_718_tr,puzzle_718_bl,rhombus,blue
puzzle_719_tl,puzzle_719_tr,puzzle_719_bl,trapeze,red
puzzle_720_tl,puzzle_720_tr,puzzle_720_bl,pentagon,yellow
puzzle_721_tl,puzzle_721_tr,puzzle_721_bl,kite,blue
puzzle_722_tl,puzzle_722_tr,puzzle_722_bl,trapeze,green
puzzle_723_tl,puzzle_723_tr,puzzle_723_bl,square,blue
puzzle_724_tl,puzzle_724_tr,puzzle_724_bl,kite,green
puzzle_725_tl,puzzle_725_tr,puzzle_725_bl,square,yellow
puzzle_726_tl,puzzle_726_tr,puzzle_726_bl,triangle,yellow
puzzle_727_tl,puzzle_727_tr,puzzle_727_bl,rhombus,blue
puzzle_728_tl,puzzle_728_tr,puzzle_728_bl,triangle,green
puzzle_729_tl,puzzle_729_tr,puzzle_729_bl,hexagon,green
puzzle_730_tl,puzzle_730_tr,puzzle_730_bl,trapeze,red
puzzle_731_tl,puzzle_731_tr,puzzle_731_bl,trapeze,red
puzzle_732_tl,puzzle_732_tr,puzzle_732_bl,hexagon,blue
puzzle_733_tl,puzzle_733_tr,puzzle_733_bl,triangle,green
puzzle_734_tl,puzzle_734_tr,puzzle_734_bl,trapeze,red
puzzle_735_tl,puzzle_735_tr,puzzle_735_bl,square,green
puzzle_736_tl,puzzle_736_tr,puzzle_736_bl,rhombus,yellow
puzzle_737_tl,puzzle_737_tr,puzzle_737_bl,trapeze,yellow
puzzle_738_tl,puzzle_738_tr,puzzle_738_bl,circle,yellow
puzzle_739_tl,puzzle_739_tr,puzzle_739_bl,rhombus,red
puzzle_740_tl,puzzle_740_tr,puzzle_740_bl,pentagon,red
puzzle_741_tl,puzzle_741_tr,puzzle_741_bl,square,green
puzzle_742_tl,puzzle_742_tr,puzzle_742_bl,triangle,blue
puzzle_743_tl,puzzle_743_tr,puzzle_743_bl,hexagon,red
puzzle_744_tl,puzzle_744_tr,puzzle_744_bl,rhombus,blue
puzzle_745_tl,puzzle_745_tr,puzzle_745_bl,right_triangle,green
puzzle_746_tl,puzzle_746_tr,puzzle_746_bl,hexagon,green
puzzle_747_tl,puzzle_747_tr,puzzle_747_bl,circle,yellow
puzzle_748_tl,puzzle_748_tr,puzzle_748_bl,right_triangle,blue
puzzle_749_tl,puzzle_749_tr,puzzle_749_bl,kite,yellow
puzzle_750_tl,puzzle_750_tr,puzzle_750_bl,rhombus,green
puzzle_751_tl,puzzle_751_tr,puzzle_751_bl,square,red
puzzle_752_tl,puzzle_752_tr,puzzle_752_bl,circle,blue
puzzle_753_tl,puzzle_753_tr,puzzle_753_bl,pentagon,red
